discoverymethod,semimajoraxis,radius,mass,density,eccentricity,inclination,ttv,depth
Transit,0.0487,1.2,,,0,88.74,0,0.01011
Transit,0.0192,1.62,,,0,89.49,0,0.01011
Transit,0.0772,1.09,,,0,89.38,0,0.01014
Transit,0.0772,1.09,,,0,89.38,0,0.01014
Transit,0.0772,1.09,,,0,89.38,0,0.01014
Transit,0.1431,1.01,,,0,89.48,0,0.01014
Transit,0.104,1.09,,,0,86.93,1,0.01015
Transit,0.0643,1.22,,,0,85.28,0,0.01017
Transit,0.045,1.22,,,0,87.66,0,0.01017
Transit,0.176,1.31,,,0,88.81,0,0.01017
Transit,0.091,1.83,,,0,83.08,0,0.01018
Transit,0.0856,1.84,,,0,86.96,0,0.01019
Transit,0.0156,0.6,,,0,89.38,0,0.01019
Transit,0.0156,0.6,,,0,89.38,0,0.0102
Transit,0.0156,0.6,,,0,89.38,0,0.0102
Transit,0.0658,1.01,,,0,89.55,0,0.0102
Transit,0.0594,1.18,,,0,83.02,0,0.01021
Transit,0.1474,1.75,,,0,84.22,0,0.01023
Transit,0.1474,1.75,,,0,84.22,0,0.01023
Transit,0.1474,1.75,,,0,84.22,0,0.01023
Transit,0.089,1,,,0,89.95,0,0.01026
Transit,0.062,1.21,,,0,80.79,0,0.01027
Transit,0.054,1.22,,,0,88.24,0,0.01029
Transit,0.119,1.36,,,0,88.24,0,0.01029
Transit,0.0872,1.08,,,0,89.59,0,0.01029
Transit,0.0899,1.07,,,0,87.66,0,0.0103
Transit,0.0899,1.07,,,0,87.66,0,0.0103
Transit,0.0899,1.07,,,0,87.66,0,0.0103
Transit,0.1155,1.08,,,0,89.38,0,0.0103
Transit,0.1155,1.08,,,0,89.38,0,0.01032
Transit,0.1155,1.08,,,0,89.38,0,0.01036
Transit,0.0924,1.48,,,0,89.95,0,0.01036
Transit,0.0924,1.48,,,0,89.95,0,0.01036
Transit,0.0924,1.48,,,0,89.95,0,0.01037
Transit,0.0613,1.05,,,0,89.95,0,0.01037
Transit,0.0613,1.05,,,0,89.95,0,0.01037
Transit,0.0613,1.05,,,0,89.95,0,0.01037
Transit,0.1228,1.08,,,0,89.93,0,0.01037
Transit,0.075,1.16,,,0,88.81,0,0.01037
Transit,0.096,1.17,,,0,85.94,0,0.01038
Transit,0.1602,1.31,,,0,85.45,0,0.01038
Transit,0.123,1.44,,,0,84.8,0,0.01038
Transit,0.1194,1.15,,,0,89.95,0,0.01038
Transit,0.1194,1.15,,,0,89.95,0,0.0104
Transit,0.1194,1.15,,,0,89.95,0,0.0104
Transit,0.0118,0.68,,,0,88.81,0,0.0104
Transit,0.0118,0.68,,,0,88.81,0,0.0104
Transit,0.0118,0.68,,,0,88.81,0,0.01044
Transit,0.323,2.44,,,0,88.47,0,0.01044
Transit,0.0153,1.11,,,0,80.48,0,0.01044
Transit,0.0391,1.04,,,0,89.38,0,0.01045
Transit,0.0391,1.04,,,0,89.38,0,0.01045
Transit,0.0391,1.04,,,0,89.38,0,0.01045
Transit,0.0791,1.03,,,0,86.03,0,0.01046
Transit,0.104,0.88,,,0,87.66,0,0.01047
Transit,0.106,1.23,,,0,84.22,1,0.01048
Transit,0.055,1.5,,,0,80.79,0,0.01048
Transit,0.0282,0.89,,,0,87.57,0,0.01048
Transit,0.1826,1.8,,,0,89.95,0,0.01049
Transit,0.1826,1.8,,,0,89.95,0,0.0105
Transit,0.1826,1.8,,,0,89.95,0,0.0105
Transit,0.0854,2.07,,,0,89.38,0,0.0105
Transit,0.0854,2.07,,,0,89.38,0,0.01051
Transit,0.0854,2.07,,,0,89.38,0,0.01051
Transit,0.0879,1.26,,,0,89.95,0,0.01051
Transit,0.0879,1.26,,,0,89.95,0,0.01051
Transit,0.0879,1.26,,,0,89.95,0,0.01054
Transit,0.033,0.88,,,0,86.52,0,0.01054
Transit,0.082,2.64,,,0,80.79,0,0.01054
Transit,0.0958,1.34,,,0,89.46,1,0.01057
Transit,0.0529,1.31,,,0,88.82,0,0.01057
Transit,0.1057,0.89,,,0,89.95,0,0.01057
Transit,0.1057,0.89,,,0,89.95,0,0.0106
Transit,0.1057,0.89,,,0,89.95,0,0.0106
Transit,0.06,1.03,,,0,89.38,0,0.01061
Transit,0.06,1.03,,,0,89.38,0,0.01062
Transit,0.06,1.03,,,0,89.38,0,0.01063
Transit,0.0535,0.94,,,0,89.38,0,0.01063
Transit,0.0535,0.94,,,0,89.38,0,0.01063
Transit,0.0535,0.94,,,0,89.38,0,0.01065
Transit,0.0537,1.24,,,0,87.83,0,0.01065
Transit,0.1006,0.8,,,0,89.08,0,0.01065
Transit,0.0764,1.32,,,0,84.82,0,0.01067
Transit,0.016,0.59,,,0,87.09,0,0.01067
Transit,0.117,1.36,,,0,85.94,0,0.01067
Transit,0.1242,1.46,,,0,88.65,0,0.01067
Transit,0.0647,0.78,,,0,89.95,0,0.01068
Transit,0.0647,0.78,,,0,89.95,0,0.01069
Transit,0.0647,0.78,,,0,89.95,0,0.0107
Transit,0.0488,1.32,,,0,89.07,0,0.0107
Transit,0.0247,1.16,,,0,89.94,0,0.01073
Transit,0.0274,0.69,,,0,88.81,0,0.01074
Transit,0.0274,0.69,,,0,88.81,0,0.01074
Transit,0.0274,0.69,,,0,88.81,0,0.01074
Transit,0.1469,1.83,,,0,83.74,0,0.01074
Transit,0.0765,1.11,,,0,88.81,0,0.01075
Transit,0.0765,1.11,,,0,88.81,0,0.01077
Transit,0.0765,1.11,,,0,88.81,0,0.01077
Transit,0.1097,1.4,,,0,87.66,0,0.01077
Transit,0.1097,1.4,,,0,87.66,0,0.01078
Transit,0.1097,1.4,,,0,87.66,0,0.01079
Transit,0.1063,1.5,,,0,87.43,0,0.01079
Transit,0.0873,1.17,,,0,85.94,0,0.01079
Transit,0.0873,1.17,,,0,85.94,0,0.01079
Transit,0.0873,1.17,,,0,85.94,0,0.01079
Transit,0.0564,1.75,,,0,84.15,0,0.01079
Transit,0.0896,3.24,,,0,81.36,0,0.01081
Transit,0.0191,1.48,,,0,88.59,0,0.01084
Transit,0.0794,0.95,,,0,89.38,0,0.01084
Transit,0.0794,0.95,,,0,89.38,0,0.01084
Transit,0.0794,0.95,,,0,89.38,0,0.01085
Transit,0.015,0.94,,,0,82.51,0,0.01085
Transit,0.066,1.22,,,0,84.22,0,0.01087
Transit,0.0542,1.24,,,0,89.38,0,0.01089
Transit,0.0542,1.24,,,0,89.38,0,0.01089
Transit,0.0542,1.24,,,0,89.38,0,0.01089
Transit,0.1499,1.26,,,0,89.51,0,0.0109
Transit,0.111,1.37,,,0,89.38,0,0.0109
Transit,0.089,1.4,,,0,84.8,0,0.0109
Transit,0.0209,1,,,0,82.64,0,0.0109
Transit,0.0553,1.63,,,0,88.81,0,0.0109
Transit,0.0553,1.63,,,0,88.81,0,0.0109
Transit,0.0553,1.63,,,0,88.81,0,0.0109
Transit,0.0169,0.86,,,0,89.38,0,0.0109
Transit,0.0169,0.86,,,0,89.38,0,0.01092
Transit,0.0169,0.86,,,0,89.38,0,0.01092
Transit,0.0157,0.93,,,0,80.42,0,0.01092
Transit,0.0135,0.91,,,0,88.69,0,0.01092
Transit,0.0566,1.85,,,0,76,0,0.01096
Transit,0.0248,1.07,,,0,89.38,0,0.01096
Transit,0.0248,1.07,,,0,89.38,0,0.01096
Transit,0.0248,1.07,,,0,89.38,0,0.01096
Transit,0.049,0.87,,,0,86.52,0,0.01097
Transit,0.062,1.11,,,0,85.94,0,0.01097
Transit,0.1006,0.81,,,0,89.38,0,0.01098
Transit,0.1006,0.81,,,0,89.38,0,0.01098
Transit,0.1006,0.81,,,0,89.38,0,0.01098
Transit,0.1108,1.11,,,0,89.38,0,0.011
Transit,0.1108,1.11,,,0,89.38,0,0.011
Transit,0.1108,1.11,,,0,89.38,0,0.01101
Transit,0.18,1.67,,,0,87.87,0,0.01101
Transit,0.0151,0.98,,,0,89.95,0,0.01101
Transit,0.0151,0.98,,,0,89.95,0,0.01101
Transit,0.0151,0.98,,,0,89.95,0,0.01101
Transit,0.0847,1.27,,,0,89.6,0,0.01101
Transit,0.0838,1.34,,,0,89.96,0,0.01101
Transit,0.1066,0.84,,,0,89.95,0,0.01107
Transit,0.1066,0.84,,,0,89.95,0,0.01107
Transit,0.1066,0.84,,,0,89.95,0,0.01107
Transit,0.0534,1.23,,,0,89.38,0,0.01108
Transit,0.0534,1.23,,,0,89.38,0,0.01108
Transit,0.066,0.84,,,0,87.66,0,0.01109
Transit,0.042,1.15,,,0,82.51,0,0.01109
Transit,0.1908,1.13,,,0,89.95,0,0.01109
Transit,0.1908,1.13,,,0,89.95,0,0.01109
Transit,0.1908,1.13,,,0,89.95,0,0.01109
Transit,0.0158,0.91,,,0,82.51,0,0.0111
Transit,0.0158,0.91,,,0,82.51,0,0.0111
Transit,0.0158,0.91,,,0,82.51,0,0.01111
Transit,0.0777,1.25,,,0,86.52,0,0.01111
Transit,0.0777,1.25,,,0,86.52,0,0.01111
Transit,0.0777,1.25,,,0,86.52,0,0.01116
Transit,0.0988,1.63,,,0,89.38,0,0.01116
Transit,0.0988,1.63,,,0,89.38,0,0.01116
Transit,0.0988,1.63,,,0,89.38,0,0.01116
Transit,0.0735,2.59,,,0,84.96,0,0.01116
Transit,0.0195,1.44,,,0,84.8,0,0.01116
Transit,0.0195,1.44,,,0,84.8,0,0.01116
Transit,0.0195,1.44,,,0,84.8,0,0.01116
Transit,0.0848,1.58,,,0,86.95,1,0.01116
Transit,0.114,1.14,,,0,88.81,0,0.01116
Transit,0.0599,1.15,,,0,89.68,0,0.01117
Transit,0.127,1.21,,,0,80.79,0,0.01117
Transit,0.0528,1.37,,,0,87.03,0,0.01117
Transit,0.145,1.47,,,0,86.52,0,0.01118
Transit,0.092,1.63,,,0,84.8,0,0.0112
Transit,0.13,2.07,,,0,85.37,0,0.0112
Transit,0.0866,1.16,,,0,89.38,0,0.0112
Transit,0.0866,1.16,,,0,89.38,0,0.0112
Transit,0.0866,1.16,,,0,89.38,0,0.0112
Transit,0.0735,1.85,,,0,89.95,0,0.0112
Transit,0.0735,1.85,,,0,89.95,0,0.0112
Transit,0.0735,1.85,,,0,89.95,0,0.01122
Transit,0.0653,1.59,,,0,88.06,0,0.01122
Transit,0.0779,1.61,,,0,86.64,0,0.01122
Transit,0.1245,1.46,,,0,89.38,0,0.01123
Transit,0.1245,1.46,,,0,89.38,0,0.01123
Transit,0.1245,1.46,,,0,89.38,0,0.01123
Transit,0.078,1.28,,,0,88.24,0,0.01127
Transit,0.0994,1.54,,,0,86.52,1,0.01128
Transit,0.0994,1.54,,,0,86.52,1,0.01129
Transit,0.0994,1.54,,,0,86.52,1,0.01129
Transit,0.0858,1.47,,,0,87.66,0,0.01129
Transit,0.0858,1.47,,,0,87.66,0,0.0113
Transit,0.0858,1.47,,,0,87.66,0,0.01131
Transit,0.1801,1.48,,,0,89.95,0,0.01131
Transit,0.1801,1.48,,,0,89.95,0,0.01131
Transit,0.1801,1.48,,,0,89.95,0,0.01137
Transit,0.0858,1.76,,,0,83.08,1,0.01137
Transit,0.0858,1.76,,,0,83.08,1,0.01137
Transit,0.0858,1.76,,,0,83.08,1,0.01138
Transit,0.015,0.84,,,0,81.36,0,0.01138
Transit,0.018,1.12,,,0,53.86,0,0.01138
Transit,0.073,1.15,,,0,83.65,0,0.01139
Transit,0.097,1.66,,,0,84.22,1,0.01139
Transit,0.0588,1.15,,,0,89.97,0,0.01139
Transit,0.0935,1.1,,,0,89.38,0,0.0114
Transit,0.0935,1.1,,,0,89.38,0,0.0114
Transit,0.0935,1.1,,,0,89.38,0,0.0114
Transit,0.138,0.98,,,0,89.38,0,0.0114
Transit,0.138,0.98,,,0,89.38,0,0.01143
Transit,0.138,0.98,,,0,89.38,0,0.01144
Transit,0.0866,1.21,,,0,88.19,0,0.01144
Transit,0.0191,1.21,,,0,65.17,0,0.01144
Transit,0.0937,1.59,,,0,88.79,0,0.01145
Transit,0.049,0.88,,,0,88.65,0,0.01145
Transit,0.0403,1.37,,,0,87.57,0,0.01145
Transit,0.1307,1.08,,,0,88.81,0,0.01145
Transit,0.1307,1.08,,,0,88.81,0,0.01146
Transit,0.1307,1.08,,,0,88.81,0,0.01146
Transit,0.0413,1.23,,,0,85.13,0,0.01147
Transit,0.054,1.05,,,0,84.22,0,0.01147
Transit,0.188,1.1,,,0,88.24,0,0.01149
Transit,0.073,1.2,,,0,88.24,0,0.01149
Transit,0.096,1.26,,,0,88.24,0,0.01149
Transit,0.13,1.39,,,0,86.52,0,0.01149
Transit,0.084,1.41,,,0,84.8,1,0.0115
Transit,,2.2,8.9,,,,1,0.0115
Transit,0.0196,1.09,,,0,85.37,0,0.0115
Transit,0.0196,1.09,,,0,85.37,0,0.0115
Transit,0.0196,1.09,,,0,85.37,0,0.0115
Transit,0.1622,1.56,,,0,88.24,1,0.0115
Transit,0.1622,1.56,,,0,88.24,1,0.0115
Transit,0.1622,1.56,,,0,88.24,1,0.01152
Transit,0.0785,1.74,,,0,83.51,0,0.01152
Transit,0.0468,0.88,,,0,88.24,0,0.01152
Transit,0.0468,0.88,,,0,88.24,0,0.01152
Transit,0.0468,0.88,,,0,88.24,0,0.01152
Transit,0.1185,1.42,,,0,84.55,0,0.01152
Transit,0.1362,0.99,,,0,89.38,0,0.01154
Transit,0.1362,0.99,,,0,89.38,0,0.01155
Transit,0.1362,0.99,,,0,89.38,0,0.01155
Transit,0.0397,1.13,,,0,88.24,0,0.01155
Transit,0.0397,1.13,,,0,88.24,0,0.01155
Transit,0.0397,1.13,,,0,88.24,0,0.01156
Transit,0.1047,1.57,,,0,88.81,0,0.01156
Transit,0.1047,1.57,,,0,88.81,0,0.01156
Transit,0.1047,1.57,,,0,88.81,0,0.01156
Transit,0.02,0.84,,,0,89.38,0,0.01156
Transit,0.02,0.84,,,0,89.38,0,0.01156
Transit,0.02,0.84,,,0,89.38,0,0.01156
Transit,0.0329,1.62,,,0,77.03,0,0.01156
Transit,0.1629,3.22,,,0,82.32,0,0.01156
Transit,0.057,0.83,,,0,88.81,0,0.01157
Transit,0.0579,1.18,,,0,89.71,0,0.01157
Transit,0.04,1.35,,,0,75.63,0,0.01157
Transit,0.0432,1.61,,,0,88.24,0,0.01159
Transit,0.0432,1.61,,,0,88.24,0,0.01159
Transit,0.0432,1.61,,,0,88.24,0,0.0116
Transit,0.02,1.78,,,0,59.01,0,0.0116
Transit,0.124,1.38,,,0,87.66,0,0.0116
Transit,0.124,1.38,,,0,87.66,0,0.0116
Transit,0.124,1.38,,,0,87.66,0,0.0116
Transit,0.0758,1.04,,,0,89.95,0,0.0116
Transit,0.0758,1.04,,,0,89.95,0,0.0116
Transit,0.0758,1.04,,,0,89.95,0,0.01161
Transit,0.1608,0.79,,,0,89.95,0,0.01161
Transit,0.1608,0.79,,,0,89.95,0,0.01161
Transit,0.1608,0.79,,,0,89.95,0,0.01162
Transit,0.0738,1.29,,,0,89.36,0,0.01162
Transit,0.1404,2.23,,,0,81.83,0,0.01162
Transit,0.0482,0.94,,,0,88.27,0,0.01163
Transit,0.0652,1.1,,,0,89.38,0,0.01163
Transit,0.0652,1.1,,,0,89.38,0,0.01163
Transit,0.0652,1.1,,,0,89.38,0,0.01164
Transit,0.1165,1.32,,,0,89.5,0,0.01164
Transit,0.0905,1.28,,,0,87.87,0,0.01165
Transit,0.0668,1.15,,,0,85.94,0,0.01165
Transit,0.074,1.23,,,0,84.22,0,0.01165
Transit,0.09,1.3,,,0,88.81,0,0.01165
Transit,0.116,1.53,,,0,80.92,0,0.01166
Transit,0.045,1.58,,,0,69.9,0,0.01168
Transit,,1.47,,,,,0,0.01169
Transit,0.0817,1.68,,,0,89.88,1,0.0117
Transit,0.0299,0.82,,,0,88.24,0,0.0117
Transit,0.0299,0.82,,,0,88.24,0,0.0117
Transit,0.0299,0.82,,,0,88.24,0,0.0117
Transit,0.0761,1.06,,,0,88.24,0,0.01173
Transit,0.0761,1.06,,,0,88.24,0,0.01173
Transit,0.0761,1.06,,,0,88.24,0,0.01178
Transit,0.1768,1.5,,,0,88.24,0,0.01178
Transit,0.1768,1.5,,,0,88.24,0,0.01178
Transit,0.1768,1.5,,,0,88.24,0,0.01178
Transit,0.066,0.91,,,0,87.09,0,0.01178
Transit,0.316,1.12,,,0,89.38,0,0.01178
Transit,0.077,1.95,,,0,89.38,1,0.01179
Transit,0.0477,1.19,,,0,89.38,0,0.01179
Transit,0.0477,1.19,,,0,89.38,0,0.01179
Transit,0.0477,1.19,,,0,89.38,0,0.0118
Transit,0.4378,1.14,,,0,89.95,0,0.0118
Transit,0.4378,1.14,,,0,89.95,0,0.0118
Transit,0.4378,1.14,,,0,89.95,0,0.01181
Transit,0.0459,1.07,,,0,87.09,0,0.01181
Transit,0.0459,1.07,,,0,87.09,0,0.01181
Transit,0.0459,1.07,,,0,87.09,0,0.01183
Transit,,1.41,,,,,0,0.01183
Transit,0.0922,1.89,,,0,87.6,1,0.01183
Transit,0.059,0.95,,,0,88.24,0,0.01184
Transit,0.059,0.95,,,0,88.24,0,0.01184
Transit,0.059,0.95,,,0,88.24,0,0.01184
Transit,0.0197,1.08,,,0,89.25,0,0.01184
Transit,0.0654,1.69,,,0,81.51,0,0.01184
Transit,0.0709,1.15,,,0,89.95,0,0.01185
Transit,0.0709,1.15,,,0,89.95,0,0.01185
Transit,0.1027,1.53,,,0,89.83,0,0.01185
Transit,0.1224,1.15,,,0,89.38,0,0.01185
Transit,0.1224,1.15,,,0,89.38,0,0.01185
Transit,0.1224,1.15,,,0,89.38,0,0.01186
Transit,0.0898,1.44,,,0,83.51,0,0.01186
Transit,0.178,1.59,,,0,87.66,0,0.01187
Transit,0.0489,0.9,,,0,88.81,0,0.01189
Transit,0.0489,0.9,,,0,88.81,0,0.01189
Transit,0.0489,0.9,,,0,88.81,0,0.01189
Transit,0.0833,1.29,,,0,89.95,0,0.0119
Transit,0.0833,1.29,,,0,89.95,0,0.0119
Transit,0.0833,1.29,,,0,89.95,0,0.01191
Transit,0.0466,1.62,,,0,88.75,0,0.01191
Transit,0.0715,1.7,,,0,80.2,0,0.01191
Transit,0.0611,0.79,,,0,89.36,0,0.01191
Transit,0.0326,1.05,,,0,87.09,0,0.01191
Transit,0.0326,1.05,,,0,87.09,0,0.01191
Transit,0.0326,1.05,,,0,87.09,0,0.01192
Transit,0.0643,1.85,,,0,88.85,1,0.01196
Transit,0.059,0.89,,,0,89.95,0,0.01197
Transit,0.028,0.9,,,0,83.08,0,0.01197
Transit,0.0508,1,,,0,87.83,0,0.01197
Transit,0.109,1.16,,,0,88.81,0,0.01197
Transit,0.182,1.3,,,0,88.81,0,0.01197
Transit,0.1861,1.74,,,0,82.54,0,0.012
Transit,0.0778,1.49,,,0,87.66,0,0.012
Transit,0.0778,1.49,,,0,87.66,0,0.012
Transit,0.0778,1.49,,,0,87.66,0,0.012
Transit,0.0439,1.53,,,0,88.34,0,0.012
Transit,0.0364,1.06,,,0,87.98,0,0.01201
Transit,0.1222,1.21,,,0,89.16,0,0.01202
Transit,0.0295,0.91,,,0,86.74,0,0.01202
Transit,0.0512,0.89,,,0,89.95,0,0.01202
Transit,0.0512,0.89,,,0,89.95,0,0.01203
Transit,0.0512,0.89,,,0,89.95,0,0.01204
Transit,0.0797,1.65,,,0,88.98,0,0.01204
Transit,0.021,0.93,,,0,86.52,0,0.01205
Transit,0.0565,1.05,,,0,85,0,0.01206
Transit,0.032,1.1,,,0,72.19,0,0.01206
Transit,0.0659,1.4,,,0,83.44,0,0.01206
Transit,0.079,1.62,,,0,86.52,0,0.01209
Transit,0.102,1.64,,,0,84.8,0,0.0121
Transit,0.045,2.73,,,0,76.2,0,0.0121
Transit,0.094,1.82,,,0,88.81,1,0.0121
Transit,0.094,1.82,,,0,88.81,1,0.0121
Transit,0.094,1.82,,,0,88.81,1,0.0121
Transit,0.0151,1.86,,,0,88.81,0,0.0121
Transit,0.0151,1.86,,,0,88.81,0,0.0121
Transit,0.0151,1.86,,,0,88.81,0,0.01212
Transit,0.079,0.95,,,0,87.58,0,0.01212
Transit,0.0654,0.89,,,0,89.38,0,0.01212
Transit,0.0654,0.89,,,0,89.38,0,0.01213
Transit,0.0654,0.89,,,0,89.38,0,0.01213
Transit,0.116,1.15,,,0,89.38,0,0.01213
Transit,0.116,1.15,,,0,89.38,0,0.01214
Transit,0.116,1.15,,,0,89.38,0,0.01216
Transit,0.0657,1.24,,,0,85.94,0,0.01216
Transit,0.0657,1.24,,,0,85.94,0,0.01216
Transit,0.0657,1.24,,,0,85.94,0,0.01217
Transit,0.0441,1.55,,,0,87.66,0,0.01217
Transit,0.0441,1.55,,,0,87.66,0,0.01217
Transit,0.0441,1.55,,,0,87.66,0,0.01218
Transit,0.0432,1.63,,,0,89.47,0,0.01218
Transit,0.067,1.28,,,0,84.8,0,0.01218
Transit,0.076,1.49,,,0,84.22,0,0.01219
Transit,0.0299,0.98,,,0,82.31,0,0.01219
Transit,0.0766,1.33,,,0,89.38,0,0.01219
Transit,0.0766,1.33,,,0,89.38,0,0.01219
Transit,0.0766,1.33,,,0,89.38,0,0.0122
Transit,,1.52,,,,,0,0.0122
Transit,0.0533,1.18,,,0,89.38,0,0.01223
Transit,0.0533,1.18,,,0,89.38,0,0.01223
Transit,0.0533,1.18,,,0,89.38,0,0.01223
Transit,0.0141,0.78,,,0,88.5,0,0.01223
Transit,0.042,1.16,,,0,88.11,0,0.01225
Transit,0.047,1.23,,,0,87.09,0,0.01226
Transit,0.1245,1.32,,,0,89.38,0,0.01226
Transit,0.1245,1.32,,,0,89.38,0,0.01226
Transit,0.1245,1.32,,,0,89.38,0,0.01229
Transit,0.057,1.36,,,0,83.08,0,0.01229
Transit,0.014,1.46,,,0,77.92,0,0.0123
Transit,0.159,1.79,,,0,85.94,1,0.0123
Transit,0.172,2.65,,,0,86.52,1,0.0123
Transit,0.3183,1.11,,,0,89.53,0,0.0123
Transit,0.0579,1.44,,,0,84.67,0,0.0123
Transit,0.3198,0.98,,,0,89.95,0,0.0123
Transit,0.3198,0.98,,,0,89.95,0,0.0123
Transit,0.3198,0.98,,,0,89.95,0,0.0123
Transit,0.109,0.7,,,0,89.38,0,0.01233
Transit,0.075,0.79,,,0,88.24,1,0.01235
Transit,0.059,1.25,,,0,82.51,0,0.01238
Transit,0.067,1.33,,,0,87.66,0,0.01238
Transit,0.0758,1.39,,,0,87.84,0,0.01238
Transit,0.0819,2.35,,,0,88.81,0,0.0124
Transit,0.0819,2.35,,,0,88.81,0,0.0124
Transit,0.0819,2.35,,,0,88.81,0,0.0124
Transit,0.093,2.79,,,0,82.51,1,0.0124
Transit,0.0702,0.94,,,0,89.79,0,0.0124
Transit,0.1418,3.21,,,0,89.4,0,0.0124
Transit,0.014,0.59,,,0,81.86,0,0.0124
Transit,0.0263,0.97,,,0,88.21,0,0.0124
Transit,0.1557,2.24,,,0,89.53,0,0.0124
Transit,0.0547,1.7,,,0,84.31,0,0.01241
Transit,0.117,1.58,,,0,87.66,0,0.01241
Transit,0.104,1.8,,,0,85.37,0,0.01243
Transit,0.03,2.18,,,0,80.21,0,0.01244
Transit,,3.84,,,,,1,0.01244
Transit,0.0761,1.11,,,0,88,0,0.01245
Transit,0.0905,1.26,,,0,89.38,0,0.0125
Transit,0.0905,1.26,,,0,89.38,0,0.0125
Transit,0.0905,1.26,,,0,89.38,0,0.0125
Transit,0.0135,0.99,,,0,85.94,0,0.0125
Transit,0.0135,0.99,,,0,85.94,0,0.01251
Transit,0.0135,0.99,,,0,85.94,0,0.01252
Transit,0.0296,1.9,,,0,89.95,0,0.01252
Transit,0.0296,1.9,,,0,89.95,0,0.01252
Transit,0.0296,1.9,,,0,89.95,0,0.01253
Transit,0.1562,1.51,,,0,88.75,1,0.01253
Transit,0.1769,1.71,,,0,88,0,0.01253
Transit,0.0611,0.81,,,0,89.38,0,0.01254
Transit,0.0611,0.81,,,0,89.38,0,0.01254
Transit,0.0611,0.81,,,0,89.38,0,0.01254
Transit,0.1781,0.9,,,0,89.38,0,0.01255
Transit,0.1781,0.9,,,0,89.38,0,0.01255
Transit,0.1781,0.9,,,0,89.38,0,0.01258
Transit,0.076,1.05,,,0,88.81,0,0.01258
Transit,0.104,3.84,,,0,79.64,1,0.01258
Transit,0.0561,1.41,,,0,79.91,0,0.01259
Transit,0.0488,1.5,,,0,89.94,0,0.01259
Transit,0.0565,0.88,,,0,89.38,0,0.01259
Transit,0.0565,0.88,,,0,89.38,0,0.0126
Transit,0.0565,0.88,,,0,89.38,0,0.0126
Transit,0.0862,1.32,,,0,85.02,0,0.01262
Transit,0.0739,1.36,,,0,85.78,0,0.01263
Transit,0.031,0.87,,,0,89.83,0,0.01264
Transit,0.0587,1.14,,,0,87.66,0,0.01264
Transit,0.0587,1.14,,,0,87.66,0,0.01264
Transit,0.0587,1.14,,,0,87.66,0,0.01264
Transit,0.0934,1.25,,,0,88.47,0,0.01267
Transit,0.054,1.1,,,0,87.09,0,0.01268
Transit,0.039,1.23,,,0,89.95,0,0.01269
Transit,0.0584,0.8,,,0,89.38,0,0.01269
Transit,0.0584,0.8,,,0,89.38,0,0.01269
Transit,0.0584,0.8,,,0,89.38,0,0.01269
Transit,0.0598,1.07,,,0,89.95,0,0.0127
Transit,0.0598,1.07,,,0,89.95,0,0.0127
Transit,0.0598,1.07,,,0,89.95,0,0.01275
Transit,0.0598,1.08,,,0,89.26,0,0.01275
Transit,0.0466,0.93,,,0,87.9,0,0.01275
Transit,0.0756,1.25,,,0,89.38,0,0.01275
Transit,0.0756,1.25,,,0,89.38,0,0.01275
Transit,0.0756,1.25,,,0,89.38,0,0.01275
Transit,0.0547,1.26,,,0,87.09,0,0.01275
Transit,0.0547,1.26,,,0,87.09,0,0.01278
Transit,0.0547,1.26,,,0,87.09,0,0.01279
Transit,0.076,1.22,,,0,88.24,0,0.01279
Transit,0.086,1.46,,,0,87.66,0,0.01279
Transit,0.122,1.7,,,0,87.09,0,0.01279
Transit,0.168,1.99,,,0,88.24,0,0.01279
Transit,0.047,2,,,0,84.22,0,0.01279
Transit,0.276,2.21,,,0,88.24,1,0.0128
Transit,0.0174,0.99,,,0,86.52,0,0.0128
Transit,0.0174,0.99,,,0,86.52,0,0.0128
Transit,0.0174,0.99,,,0,86.52,0,0.0128
Transit,0.0418,1.62,,,0,79.13,0,0.0128
Transit,0.042,1.19,,,0,88.24,0,0.0128
Transit,0.042,1.19,,,0,88.24,0,0.01281
Transit,0.042,1.19,,,0,88.24,0,0.01281
Transit,0.1117,0.98,,,0,87.69,0,0.01281
Transit,0.0485,1.55,,,0,83.65,0,0.01283
Transit,0.0485,1.55,,,0,83.65,0,0.01284
Transit,0.0485,1.55,,,0,83.65,0,0.01284
Transit,0.0646,1,,,0,89.95,0,0.01284
Transit,0.0646,1,,,0,89.95,0,0.01285
Transit,0.0646,1,,,0,89.95,0,0.01286
Transit,0.0759,1.28,,,0,89.38,0,0.01286
Transit,0.0759,1.28,,,0,89.38,0,0.01286
Transit,0.0759,1.28,,,0,89.38,0,0.01288
Transit,0.1862,1.08,,,0,88.4,0,0.01288
Transit,,0.814,,,,,0,0.01288
Transit,0.03,0.9,,,0,83.65,0,0.01288
Transit,0.6407,1.06,,,0,89.95,0,0.01288
Transit,0.6407,1.06,,,0,89.95,0,0.01288
Transit,0.055,1.49,,,0,79.07,0,0.01289
Transit,0.051,1.73,,,0,88.81,0,0.0129
Transit,0.278,1.84,,,0,88.24,0,0.0129
Transit,0.019,1.14,,,0,89.81,0,0.0129
Transit,0.0659,1.51,,,0,84.71,0,0.0129
Transit,0.1339,1.72,,,0,89.29,0,0.0129
Transit,0.0426,1.46,,,0,71.95,0,0.0129
Transit,0.1699,2.17,,,0,88.39,1,0.0129
