discoverymethod,semimajoraxis,radiuse,radiusj,masse,massj,eccentricity,inclination,ttv,depth
Radial Velocity,1,,,,,,,0,
Radial Velocity,1.16,,,,,0.21,,0,
Radial Velocity,1.7,,,,,0.4,,0,
Radial Velocity,2.4,,,,,0.54,,0,
Radial Velocity,2.4,,,,,0.54,,0,
Radial Velocity,2.306105,,,2161.63039,6.80125,0.527781,94.637,0,
Radial Velocity,0.99,,,,,0.057,,0,
Radial Velocity,0.96,,,,,0.33,,0,
Radial Velocity,0.975,,,,,0.11,,0,
Radial Velocity,1.03,,,,,0.33,,0,
Radial Velocity,,,,,,0.11,,0,
Radial Velocity,1.42,,,,,0.13,,0,
Radial Velocity,0.06296,,,,,0.066,,0,
Radial Velocity,0.11878,,,,,0.111,,0,
Radial Velocity,0.246,,,,,0.0593,,0,
Radial Velocity,1.2218,,,,,0.009,,0,
Radial Velocity,1.14,,,,,0.1,,0,
Radial Velocity,1.227,,,,,0.096,,0,
Radial Velocity,1.18,,,,,0.028,,0,
Radial Velocity,0.5137,,,,,0.3,,0,
Radial Velocity,0.496,,,,,0.54,,0,
Radial Velocity,0.339,,,,,0.114,,0,
Radial Velocity,0.34,,,,,0.11,,0,
Radial Velocity,0.345,,,,,0.139,,0,
Radial Velocity,0.3399,,,,,0.1132,,0,
Radial Velocity,,,,,,0.1243,,0,
Radial Velocity,0.12,,,,,0.12,,0,
Radial Velocity,0.1214,,,,,0.049,,0,
Radial Velocity,0.1216,,,,,0.115,,0,
Radial Velocity,0.045,,,,,0.05,,0,
Radial Velocity,0.045,,,,,0.022,,0,
Radial Velocity,0.04439,,,,,0.016,,0,
Radial Velocity,0.0443,,,,,0.022,,0,
Radial Velocity,0.843,,,,,0.081,,0,
Radial Velocity,3.87,,,,,0.148,,0,
Radial Velocity,1.4,,,,,0.257,,0,
Radial Velocity,1.34,,,,,,,0,
Radial Velocity,1.46,,,,,0.26,,0,
Radial Velocity,0.343,,,,,0.101,,0,
Radial Velocity,0.3357,,,,,0.16,,0,
Radial Velocity,1.39,,,,,0.09,,0,
Radial Velocity,1.4,,,,,0.107,,0,
Radial Velocity,1.38,,,,,0.09,,0,
Radial Velocity,7.420228,,,2981.01296,9.37932,0.726356,98.732,0,
Radial Velocity,7.43,,,,,0.792,,0,
Radial Velocity,7.52,,,,,0.73,,0,
Radial Velocity,1.65,,,,,0.1,,0,
Radial Velocity,1.78,,,,,0.177,,0,
Radial Velocity,1.78,,,,,0.18,,0,
Radial Velocity,1.592,,,,,0.022,,0,
Radial Velocity,0.087639,,,,,0.224176,,0,
Radial Velocity,17.521435,,,3115.44391,9.80228,0.194257,35.98,0,
Radial Velocity,0.0801,,,,,0.336,,0,
Radial Velocity,0.08,,,,,0.396,,0,
Radial Velocity,0.08013,,,,,0.3884,,0,
Radial Velocity,0.08,,,,,0.4,,0,
Radial Velocity,1.819,,,,,0.235,,0,
Radial Velocity,1.7731,,,,,0.26912,,0,
Radial Velocity,1.76,,,,,0.28,,0,
Radial Velocity,3.29347,,,,,0.46626,,0,
Radial Velocity,3,,,,,0.48,,0,
Radial Velocity,6.6,,,,,0.469,,0,
Radial Velocity,1.85,,,,,0.26,,0,
Radial Velocity,1.78,,,,,0.26,,0,
Radial Velocity,1.49,,,,,0.36,,0,
Radial Velocity,1.525,,,,,0.363,,0,
Radial Velocity,1.459291,,,,,0.382509,,0,
Radial Velocity,1.52,,,,,0.38,,0,
Radial Velocity,1.486,,,,,0.3728,,0,
Radial Velocity,1.51,,,,,0.3567,,0,
Radial Velocity,1.508,,,,,0.3786,,0,
Radial Velocity,6.037,,,,,0.0595,,0,
Radial Velocity,4.35,,,,,0.239,,0,
Radial Velocity,5.581571,,,2959.02909,9.31015,0.051364,73.718,0,
Radial Velocity,5.69,,,,,0.051,,0,
Radial Velocity,,,,,,0.073,,0,
Transit,,3.437,0.307,,,,,0,0.121955
Transit,0.13,3.53,0.315,11.2,0.03524,0,89.17,0,
Transit,0.1334,3.55,0.317,19.7,0.06198,0.28,89.33,0,
Radial Velocity,0.94,,,,,0,,0,
Radial Velocity,1.334,,,,,0,,0,
Radial Velocity,1.92,,,,,0,,0,
Radial Velocity,0.077,,,,,0.229,,0,
Radial Velocity,0.08,,,,,0.3,,0,
Radial Velocity,0.077,,,,,0.3,,0,
Radial Velocity,0.077,,,,,0.225,,0,
Transit,,2.676,0.239,,,,,0,0.112554
Transit,0.048,2.6,0.232,24.1,0.07583,0.34,87.6,0,
Transit,0.05,2.7,0.241,25.5,0.08023,0.2,87.7,0,
Radial Velocity,2.05,,,,,0.47,,0,
Radial Velocity,2.1,,,,,0.251,,0,
Radial Velocity,0.042,,,,,0,,0,
Radial Velocity,0.0426,,,,,0.0103,,0,
Radial Velocity,0.04186,,,,,0.004,,0,
Radial Velocity,,,,,,0.01,,0,
Radial Velocity,0.04213,,,,,0.0093,,0,
Radial Velocity,0.042,,,,,0.03,,0,
Radial Velocity,4.432,,,,,0.227,,0,
Radial Velocity,,,,,,0.295,,0,
Radial Velocity,4.417,,,,,0.28,,0,
Radial Velocity,4.89,,,,,0.252,,0,
Radial Velocity,1.82,,,,,0.04,,0,
Radial Velocity,1.92,,,,,0.12,,0,
Radial Velocity,1.98,,,,,0.12,,0,
Radial Velocity,1.19,,,,,0.15,,0,
Radial Velocity,1.187,,,,,0.17,,0,
Radial Velocity,1.203,,,,,0.137,,0,
Radial Velocity,11.958319,,,9262.62856,29.14349,0.034325,49.245,0,
Radial Velocity,0.111,,,,,0.189,,0,
Radial Velocity,0.197,,,,,0.16,,0,
Radial Velocity,,13.213,1.179,,,,,0,2.599216
Radial Velocity,0.031,12.3,1.1,349.6,1.1,0,,0,
Radial Velocity,0.03142,12.902,1.151,365.5045,1.15,,85.78,0,
Radial Velocity,,,,,,,,0,
Radial Velocity,0.031,12.756,1.138,356.92309,1.123,0.0039,85.58,0,
Radial Velocity,0.0313,14.12,1.26,365.49,1.15,0,85.3,0,
Radial Velocity,,,,,,0,85.71,0,
Radial Velocity,0.031,,,,,0.028,,0,
Radial Velocity,0.03126,,,,,0.027,,0,
Radial Velocity,,,,,,,85.71,0,
Radial Velocity,0.0312,,,,,,85.508,0,
Radial Velocity,0.03099,12.756,1.138,363.582,1.144,,85.58,0,2.3
Radial Velocity,,,,,,,85.78,0,0.02413
Radial Velocity,,,,,,,,0,
Radial Velocity,,12.666,1.13,359.1479,1.13,0,85.71,0,2.4
Radial Velocity,0.03106,12.543,1.119,370.58978,1.166,,85.69,0,2.26
Radial Velocity,,12.778,1.14,362.3262,1.14,,,0,
Radial Velocity,,,,,,,,0,
Radial Velocity,,13.63,1.216,369.303,1.162,,,0,
Radial Velocity,,,,,,,,0,
Radial Velocity,0.092,,,,,0.14,,0,
Radial Velocity,2.405224,,,1726.82637,5.4332,0.55913,94.987,0,
Radial Velocity,3.92,,,,,0.36,,0,
Radial Velocity,3.9,,,572.09113,1.8,0.34,80.2,0,
Radial Velocity,4.8,,,,,0.48,,0,
Radial Velocity,,,,,,0.343,,0,
Radial Velocity,4.01,,,,,0.313,,0,
Radial Velocity,,,,,,0.301,,0,
Radial Velocity,3.97,,,,,0.31,,0,
Radial Velocity,3.955,,,,,0.3274,,0,
Radial Velocity,0.1294,,,,,0.165,,0,
Radial Velocity,0.128,,,,,0.01,,0,
Radial Velocity,,,,,,0.107,,0,
Radial Velocity,0.1304,,,,,0.237,,0,
Radial Velocity,2.07,,,,,0.18,,0,
Radial Velocity,2.231,,,,,0.224,,0,
Radial Velocity,2.07,,,,,0.18,,0,
Radial Velocity,5.5,,,,,0.57,,0,
Radial Velocity,2.746858,,,2968.87379,9.34112,0.213427,66.519,0,
Radial Velocity,2.8,,,,,0.259,,0,
Transit,0.0804,3.41,0.304,10,0.03146,0.031,88.1,0,
Transit,0.078,3.39,0.302,10.4,0.03272,0,88.06,0,
Transit,,3.364,0.3,,,,,0,0.119
Transit,0.0814,3.42,0.305,,,,88.18,0,0.1199
Transit,0.1752,3.195,0.285,8,0.02517,0.034,89.1,0,
Transit,,2.782,0.248,,,,,0,0.079
Transit,0.1762,3.23,0.288,,,,89.124,0,0.1059
Transit,0.17,3.08,0.275,7.2,0.02265,0,89.09,0,
Transit,0.215,3.16,0.282,,,,89.49,0,0.1072
Transit,,3.19,0.285,,,,,0,0.099995
Transit,0.2132,2.995,0.267,2.8,0.00881,0.031,89.49,0,
Transit,0.207,3.04,0.271,5.8,0.01825,0,89.43,0,
Radial Velocity,0.407,,,,,0.031,,0,
Radial Velocity,0.397,,,,,0,88.7,0,
Radial Velocity,3.2,,,,,,,0,
Radial Velocity,4.8,,,,,0,,0,
Transit,0.812,,,,,0.03,,0,
Radial Velocity,0.15,,,,,0,,0,
Radial Velocity,0.15312,,,,,0.008,,0,
Radial Velocity,0.15,,,,,0.22,,0,
Radial Velocity,0.154,,,,,0.04,,0,
Radial Velocity,0.146,,,,,0.154,,0,
Radial Velocity,0.15,,,,,0.05,,0,
Radial Velocity,0.1532,,,,,0.055,,0,
Radial Velocity,0.15,,,,,0,,0,
Radial Velocity,0.32,,,,,0.13,90,0,
Radial Velocity,0.319,,,,,0.3,,0,
Radial Velocity,0.3262,,,,,0.14,,0,
Radial Velocity,1.18,,,,,0.32,90,0,
Radial Velocity,1.15,,,,,0.129,,0,
Radial Velocity,1.063,,,,,0.082,,0,
Radial Velocity,1.16,,,,,0.149,,0,
Radial Velocity,1.12,,,,,0.13,,0,
Radial Velocity,11.043187,,,3580.0227,11.26401,0.251363,57.99,0,
Radial Velocity,0.1388,,,,,0.0138,,0,
Radial Velocity,,,,,,0.03,,0,
Radial Velocity,0.1388,,,,,0.014,,0,
Radial Velocity,0.14,,,,,0.01,,0,
Radial Velocity,0.138,,,,,0.014,,0,
Radial Velocity,0.1376,,,,,0.0198,,0,
Radial Velocity,0.13,,,,,0.02,,0,
Radial Velocity,2.43,,,,,0.3,,0,
Radial Velocity,2.4,,,,,0.19,,0,
Radial Velocity,2.54,,,,,0.228,,0,
Radial Velocity,2.51,,,,,0.23,,0,
Radial Velocity,5.1,,,3972.85509,12.5,0.7,41.2,0,
Radial Velocity,5.02,,,,,0.66,,0,
Radial Velocity,1.1,,,,,0.2,,0,
Radial Velocity,2.37,,,,,0.48,,0,
Radial Velocity,2.63,,,,,0.462,,0,
Radial Velocity,2.6,,,,,0.48,,0,
Radial Velocity,2.07,,,,,0.22,,0,
Radial Velocity,0.425988,,,,,0.373206,,0,
Radial Velocity,1.42,,,,,0.3,,0,
Radial Velocity,1.305,,,,,0.063,,0,
Radial Velocity,0.0974,,,,,0.36,,0,
Radial Velocity,0.1964,,,,,0.1,,0,
Radial Velocity,1.601,,,,,0.04,,0,
Radial Velocity,1.565,,,,,0.087,,0,
Radial Velocity,1.64,,,,,0.04,,0,
Radial Velocity,1.95,,,,,0.181,,0,
Radial Velocity,1.96,,,,,0.243,,0,
Radial Velocity,2.55,,,,,0.267,90,0,
Radial Velocity,2.701,,,,,0.255,,0,
Radial Velocity,2.41,,,5689.157,17.9,0.22,7.7,0,
Radial Velocity,1.566,,,634.38868,1.996,0.011,90,0,
Radial Velocity,2.342,,,592.43512,1.864,0.028,90,0,
Transit,0.05208,17.318,1.545,323.23311,1.017,0.038,84.51,0,0.3755
Transit,,17.215,1.536,,,,,0,0.398806
Imaging,,14.46,1.29,3496.11248,11,,,0,
Imaging,487.1,,,7656.097,24.09,,,0,
Transit,0.018,1.72,0.153,7.42,0.02335,0,76.01,0,
Transit,,1.694,0.151,,,,,0,0.021
Radial Velocity,1.768964,,,,,0.731843,,0,
Radial Velocity,5.068253,,,2375.78917,7.47507,0.201821,158.462,0,
Radial Velocity,2.73,,,,,0.289,,0,
Radial Velocity,2.2,,,,,0.71,,0,
Radial Velocity,2.2,,,,,0.67,,0,
Radial Velocity,2.23,,,,,0.715,,0,
Radial Velocity,3.082,,,,,0.131,,0,
Radial Velocity,3.167,,,,,0.0946,,0,
Radial Velocity,3.07,,,,,0.23,,0,
Radial Velocity,3.183074,,,1553.54852,4.88801,0.099741,72.917,0,
Radial Velocity,3.04,,,,,0.23,,0,
Radial Velocity,0.2099,,,,,0.155,,0,
Radial Velocity,0.211213,,,,,0.059476,,0,
Radial Velocity,7.444845,,,4841.00771,15.23151,0.253187,176.092,0,
Radial Velocity,2.55,,,,,0.37,,0,
Radial Velocity,2.56,,,,,0.37,,0,
Radial Velocity,0.177326,,,,,0.145252,,0,
Radial Velocity,0.896,,,,,0.27,,0,
Radial Velocity,0.461,,,,,0.23,,0,
Radial Velocity,1.54,,,,,0.23,,0,
Radial Velocity,1.68,,,,,0.229,,0,
Radial Velocity,1.74,,,,,0.1,,0,
Imaging,10.4,,,8263.53858,26,0.23,145.6,0,
Imaging,9.6,14.011,1.25,8899.1954,28,0.14,146.8,0,
Imaging,3.53,16.365,1.46,4036.42077,12.7,0.41,150.9,0,
Radial Velocity,0.0529,,,,,0.1,,0,
Radial Velocity,0.1004,,,,,0.09,,0,
Radial Velocity,0.1647,,,,,0.11,,0,
Radial Velocity,0.3374,,,,,0.06,,0,
Radial Velocity,1.359,,,,,0.57,,0,
Radial Velocity,1.37,,,,,0.97,,0,
Radial Velocity,1.397,,,,,0.956,,0,
Radial Velocity,1.36,,,,,0.92,,0,
Radial Velocity,1.3649,,,,,0.95,,0,
Radial Velocity,0.57,,,,,0.13,,0,
Radial Velocity,0.57,,,,,0.13,,0,
Radial Velocity,0.586,,,,,0.197,,0,
Radial Velocity,2.112,,,,,0.27,,0,
Transit,,2.45,0.219,,,,,0,0.087
Transit,0.1163,2.501,0.223,14.4,0.04531,0.047,88.757,0,0.0866
Radial Velocity,0.1207,,,,,0,90,0,
Radial Velocity,0.127,,,,,0.27,,0,
Radial Velocity,0.2036,,,,,0,90,0,
Radial Velocity,0.225,,,,,0.17,,0,
Radial Velocity,0.3499,,,,,0,90,0,
Radial Velocity,0.364,,,,,0.25,,0,
Radial Velocity,0.509,,,,,0.29,,0,
Radial Velocity,0.51,,,,,0.22,,0,
Radial Velocity,0.49,,,,,0.32,,0,
Radial Velocity,0.524,,,,,0.24,,0,
Radial Velocity,2.1,,,,,0.08,,0,
Radial Velocity,0.947,,,,,0.75,,0,
Radial Velocity,0.95,,,,,0.75,,0,
Radial Velocity,1.05,,,,,0.07,,0,
Radial Velocity,0.0467,14.24,1.27,200.22,0.63,,87.1,0,
Radial Velocity,0.04707,15.233,1.359,216.76006,0.682,0.0081,86.71,0,
Radial Velocity,,,,,,,,0,
Radial Velocity,0.046,15.92,1.42,197.05,0.62,0,,0,1.58
Radial Velocity,0.04707,15.233,1.359,217.704,0.685,,86.71,0,1.55
Radial Velocity,,,,,,,,0,
Radial Velocity,,15.917,1.42,217.71355,0.685,,86.1,0,
Radial Velocity,,14.796,1.32,,,,86.929,0,
Radial Velocity,,16.264,1.451,203.4,0.64,,,0,
Radial Velocity,,15.099,1.347,,,,86.68,0,
Radial Velocity,0.04634,,,,,0.01,,0,
Radial Velocity,,,,,,,86.78,0,
Radial Velocity,0.048,,,,,0,,0,
Radial Velocity,0.04747,15.468,1.38,226.93062,0.714,,86.59,0,
Radial Velocity,0.049,15.805,1.41,235.1942,0.74,,,0,
Radial Velocity,0.047,15.7,1.4,219.29,0.69,0,,0,
Radial Velocity,,15.62,1.394,,,,,0,1.607738
Radial Velocity,,,,,,,,0,
Radial Velocity,,15.581,1.39,232.0159,0.73,0,86.71,0,1.5
Radial Velocity,,15.244,1.36,219.3027,0.69,,,0,
Radial Velocity,1.487,,,,,0.24,,0,
Radial Velocity,1.138,,,,,0.476,,0,
Radial Velocity,1.1,,,,,0.45,,0,
Radial Velocity,1.123,,,,,0.472,,0,
Radial Velocity,1.13,,,,,0.48,,0,
Radial Velocity,1.1,,,,,0.472,,0,
Radial Velocity,1.148,,,,,0.028,,0,
Radial Velocity,1.2,,,,,0.094,,0,
Radial Velocity,1.2,,,,,0.106,,0,
Radial Velocity,0.768,,,,,0.084,,0,
Radial Velocity,2.656,,,,,0.68,,0,
Radial Velocity,0.143,,,,,0.15,,0,
Radial Velocity,0.036,,,,,0,,0,
Radial Velocity,0.03,,,,,0,,0,
Radial Velocity,1.22,,,,,0.111,,0,
Radial Velocity,1.19,,,,,0.076,,0,
Radial Velocity,1.16,,,,,0.11,,0,
Radial Velocity,2.03,,,,,0.45,,0,
Radial Velocity,1.89,,,,,0.42,,0,
Radial Velocity,13,,,,,0.53,,0,
Radial Velocity,0.099068,,,,,0.412688,,0,
Transit,0.02012,1.745,0.156,8.83,0.02778,0,80.09,0,0.02
Transit,,1.613,0.144,,,,,0,0.019601
Radial Velocity,0.056798,,,,,0,,0,
Radial Velocity,0.362,,,,,0.4,,0,
Radial Velocity,3.18,,,,,0.154,,0,
Radial Velocity,3.078036,,,6229.26362,19.59946,0.160903,99.51,0,
Radial Velocity,3.23,,,,,0.1641,,0,
Radial Velocity,0.057638,,,,,0,,0,
Radial Velocity,0.067393,,,,,0,,0,
Radial Velocity,0.08799,,,,,0,,0,
Radial Velocity,0.15417,,,,,0,,0,
Radial Velocity,0.05,,,,,0.16,,0,
Radial Velocity,0.047,,,,,0.16,,0,
Radial Velocity,1.282,,,,,0.49,,0,
Radial Velocity,2.56,,,,,0.07,,0,
Radial Velocity,2.5,,,,,0.14,,0,
Radial Velocity,2.32,,,,,0.29,,0,
Radial Velocity,2.4,,,,,0.33,,0,
Radial Velocity,2.497,,,,,0.317,,0,
Radial Velocity,0.198,,,,,0.09,,0,
Radial Velocity,0.1954,,,,,0.19,,0,
Radial Velocity,0.528,,,,,0.12,,0,
Radial Velocity,0.61,,,,,0.38,,0,
Radial Velocity,0.609,,,,,0.38,,0,
Radial Velocity,0.46,,,,,0.37,,0,
Radial Velocity,0.46,,,,,0.37,,0,
Radial Velocity,0.1455,,,,,0.12,,0,
Radial Velocity,0.2586,,,,,0.07,,0,
Radial Velocity,0.07505,,,,,0.1283,,0,
Radial Velocity,0.0748,,,,,0.1267,,0,
Radial Velocity,0.0739,,,,,0.1279,,0,
Radial Velocity,0.08,,,,,0.13,,0,
Radial Velocity,0.074,,,,,0.13,,0,
Radial Velocity,0.073,,,,,0.132,,0,
Radial Velocity,5.942,,,,,0.3928,,0,
Radial Velocity,4.3,,,,,0.55,,0,
Radial Velocity,,,,,,0.376,,0,
Radial Velocity,6.074,,,,,0.3848,,0,
Radial Velocity,4.41,,,,,0.537,,0,
Radial Velocity,5.32,,,,,0.517,,0,
Transit,0.0695,0.892,0.08,3.7,0.01164,,88.9,0,
Transit,,1,0.089,,,,,0,0.020523
Radial Velocity,2.44502,,,4402.88762,13.85303,0.310811,69.767,0,
Radial Velocity,2.38,,,,,0.4,,0,
Radial Velocity,0.037863,,,,,-0.518659,,0,
Radial Velocity,4.56,,,,,0.7621,,0,
Radial Velocity,3.748429,,,188.02679,0.5916,0.156249,91.357,0,
Radial Velocity,0.69,,,,,0.3,,0,
Radial Velocity,0.6873,,,,,0.3,,0,
Radial Velocity,0.6875,,,,,0.27,,0,
Radial Velocity,6.22,,,,,0.77,,0,
Radial Velocity,5.935698,,,3099.7758,9.75299,0.768077,90.178,0,
Radial Velocity,7.03,,,,,0.768,,0,
Radial Velocity,0.03838,,,,,0.063,,0,
Radial Velocity,0.03863,1.533,0.137,,,,85.008,0,0.02488
Radial Velocity,0.03876,1.602,0.143,4.74,0.01491,0,85.05,0,0.0358
Radial Velocity,,1.211,0.108,,,,,0,0.026577
Radial Velocity,0.038474,,,,,0,,0,
Radial Velocity,0.0382,1.606,0.143,,,0.02,85.058,0,0.0359
Radial Velocity,0.0652,1.507,0.134,,,,87.304,0,0.028
Radial Velocity,0.064816,,,,,0,,0,
Radial Velocity,0.06466,,,,,0.16,,0,
Radial Velocity,,1.292,0.115,,,,,0,0.028022
Radial Velocity,0.0653,1.511,0.135,4.36,0.01372,0.062,87.28,0,0.0318
Radial Velocity,0.064,,,,,0.08,,0,
Radial Velocity,0.2345,,,,,0.077,,0,
Radial Velocity,0.237,1.61,0.144,16.17,0.05088,0.138,,0,
Radial Velocity,0.233,,,,,0.46,,0,
Radial Velocity,0.23508,,,,,0,,0,
Radial Velocity,0.14574,,,,,0,,0,
Radial Velocity,0.1453,,,,,0.072,,0,
Radial Velocity,0.1463,1.31,0.117,7.3,0.02297,0.148,,0,
Radial Velocity,0.3753,,,,,0,,0,
Radial Velocity,3.015,,,,,0.06,,0,
Radial Velocity,2.56,,,,,0.34,,0,
Radial Velocity,3.11,,,,,0.06,,0,
Radial Velocity,2.968,,,,,0.025,,0,
Radial Velocity,0.94,,,,,0.11,,0,
Radial Velocity,3.2,,,,,0.4,,0,
Transit,,4.764,0.425,,,,,0,0.157537
Transit,,,,,,,,0,
Transit,0.06356,4.71,0.42,16.6,0.05223,0,86.38,0,
Radial Velocity,0.0507,,,,,0.101,,0,
Radial Velocity,0.05,,,,,0,,0,
Radial Velocity,,,,,,0,,0,
Radial Velocity,0.048559,,,,,0.09145,,0,
Radial Velocity,0.045,,,,,0.059,,0,
Radial Velocity,5.657321,,,5406.99115,17.0123,0.810508,122.816,0,
Radial Velocity,5.79,,,,,0.8102,,0,
Radial Velocity,5.96,,,,,0.8115,,0,
Radial Velocity,1.6,,,,,0.14,,0,
Radial Velocity,1.6,,,,,0.14,,0,
Radial Velocity,2.729,,,,,0.187,,0,
Radial Velocity,3.396,,,,,0.054,,0,
Radial Velocity,3.36,,,,,0.16,,0,
Radial Velocity,4.94,,,,,0.51,,0,
Radial Velocity,0.74,,,,,0.404,,0,
Radial Velocity,1.25,,,,,0.08,,0,
Transit,,,,,,,,0,
Transit,0.1228,9.17,0.836,60.5,0.19,0.115,85.75,0,
Transit,,8.357,0.746,,,,,0,0.082793
Radial Velocity,9.99,,,6547.26518,20.6,0.162,17.8,0,
Radial Velocity,18.5,,,,,0.42,,0,
Radial Velocity,8.416586,,,6363.40183,20.0215,0.082013,13.157,0,
Radial Velocity,10.15,,,7278.27052,22.9,0.14,164,0,
Radial Velocity,2.306,,,,,0.123,,0,
Radial Velocity,1.83,,,,,0.08,,0,
Radial Velocity,5.14,,,,,0.16,,0,
Radial Velocity,5.1,,,,,0.16,,0,
Radial Velocity,1.347,,,,,0.725,,0,
Radial Velocity,1.35,,,,,0.71,,0,
Radial Velocity,1.335,,,,,0.7615,,0,
Radial Velocity,1.34,,,,,0.73,,0,
Radial Velocity,2.373375,,,2234.17873,7.02951,0.475886,91.125,0,
Radial Velocity,2.28,,,,,0.464,,0,
Radial Velocity,0.192,,,,,0.05,,0,
Radial Velocity,0.191,,,,,0.104,,0,
Radial Velocity,0.051,,,,,,,0,
Radial Velocity,1.9,,,,,0.03,,0,
Radial Velocity,1.167,,,,,0.8191,,0,
Radial Velocity,1.6,,,,,0.1,,0,
Radial Velocity,1.596,,,,,0.102,,0,
Radial Velocity,1.5,,,,,0.02,,0,
Radial Velocity,2.4,,,,,0.44,,0,
Radial Velocity,2.37,,,,,0.406,,0,
Radial Velocity,2.32,,,,,0.44,,0,
Radial Velocity,0.56,,,,,0.1,,0,
Radial Velocity,0.53,,,,,0.1,,0,
Radial Velocity,0.567,,,,,0.13,,0,
Radial Velocity,0.747,,,,,0.05,,0,
Radial Velocity,4.438,,,,,0.381,,0,
Radial Velocity,2.827,,,,,0.359,,0,
Transit,0.1162,2,0.178,8.32,0.02618,0.072,88.93,0,
Transit,0.121,1.872,0.167,17.92,0.05638,0,,0,0.0663
Transit,,2.235,0.199,,,,,0,0.07389
Transit,,1.677,0.15,,,,,0,0.060151
Transit,0.1646,1.87,0.167,3.41,0.01073,0.063,89.095,0,
Transit,0.17,2.149,0.192,17.18,0.05405,0,,0,0.0627
Transit,0.04298,0.75,0.067,0.55,0.00173,0.07,87.95,0,
Transit,,0.807,0.072,,,,,0,0.013557
Transit,,0.928,0.083,,,,,0,0.01575
Transit,0.068,0.818,0.073,0.72,0.00227,0.07,88.63,0,
Transit,0.0906,1.137,0.101,0.77,0.00242,0.07,88.81,0,
Transit,,1.177,0.105,,,,,0,0.029
Radial Velocity,2.692222,,,3674.938,11.56265,0.282012,38.898,0,
Radial Velocity,2.77,,,,,0.27,,0,
Radial Velocity,2.88,,,,,0.292,,0,
Radial Velocity,2.772,,,,,0.266,,0,
Radial Velocity,0.0932,,,,,0.3,,0,
Radial Velocity,5.7,,,,,0.56,,0,
Radial Velocity,1.16,,,,,0.15,,0,
Radial Velocity,1.92,,,,,0.4,,0,
Radial Velocity,1.9,,,,,0.4,,0,
Radial Velocity,4.708,,,,,0.012,,0,
Radial Velocity,4.92,,,,,0.04,,0,
Radial Velocity,4.92,,,,,0.04,,0,
Radial Velocity,4.637,,,,,0.047,,0,
Radial Velocity,,,,,,0.01,,0,
Radial Velocity,1.3,,,,,0.11,,0,
Radial Velocity,1.29,,,,,0.35,,0,
Radial Velocity,1.29,,,,,0.35,,0,
Radial Velocity,0.034,,,,,0.22,,0,
Radial Velocity,6.19,,,,,0.39,,0,
Radial Velocity,6.245213,,,2866.32778,9.01848,0.340768,32.046,0,
Radial Velocity,3.02,,,,,0.08,,0,
Radial Velocity,2.971,,,,,0.042,,0,
Radial Velocity,1.49,,,,,0.04,,0,
Radial Velocity,0.241872,,,,,0.050177,,0,
Radial Velocity,17.779459,,,5253.17758,16.52835,0.051292,88.333,0,
Transit,0.02933,1.24,0.111,2.14,0.00673,0.039,87.35,0,
Transit,,1.473,0.131,,,,,0,0.065
Transit,0.04749,1.533,0.137,3.09,0.00972,0.038,87.79,0,
Transit,,3.58,0.319,,,,,0,0.083
Radial Velocity,20.4,,,,,0.82,,0,
Radial Velocity,0.04,,,,,0,,0,
Radial Velocity,0.044,,,,,0.187,,0,
Radial Velocity,0.044,,,,,0,,0,
Transit,,,,,,,,0,
Transit,0.0568,16.141,1.44,371.8611,1.17,0.091,89.252,0,
Transit,,16.98,1.515,,,,,0,1.099
Radial Velocity,,,,,,0.04,,0,
Radial Velocity,1.16,,,,,0.058,,0,
Radial Velocity,1.271,,,,,0.06,,0,
Radial Velocity,3.25,,,,,0.12,,0,
Radial Velocity,3.242,,,,,0.141,,0,
Radial Velocity,0.122,,,,,0.049,,0,
Radial Velocity,0.125367,,,,,0.046978,,0,
Radial Velocity,0.125,,,,,0.047,,0,
Radial Velocity,0.125,,,,,0.0486,,0,
Radial Velocity,0.198,,,,,0.015,,0,
Radial Velocity,5.448,,,,,0.389,,0,
Radial Velocity,5.359964,,,2155.40718,6.78167,0.342834,101.524,0,
Radial Velocity,1.552,,,,,0.182,,0,
Transit,0.1357,2.199,0.196,18.496,0.05819,0.3307,87.725,0,0.0188
Transit,,2.537,0.226,,,,,0,0.025516
Transit,,4.351,0.388,,,,,1,0.077832
Transit,0.308,4.23,0.377,7.943,0.02499,0.1203,89.543,1,0.0834
Transit,,3.002,0.268,,,,,1,0.043452
Transit,0.411,3.25,0.29,5.681,0.01787,0.0864,89.682,1,0.0489
Radial Velocity,1.044,,,,,0.0629,,0,
Radial Velocity,1.03,,,,,0.07,,0,
Radial Velocity,1.032,,,,,0.092,,0,
Radial Velocity,1.02,,,,,0.05,,0,
Radial Velocity,1.1,,,,,0.05,,0,
Radial Velocity,1.034659,,,,,0.054512,,0,
Radial Velocity,13.109497,,,6224.47064,19.58437,0.11958,57.65,0,
Radial Velocity,0.117885,,,,,0.104204,,0,
Radial Velocity,2.15,,,,,0.81,,0,
Radial Velocity,,,,,,0.086,,0,
Radial Velocity,0.06,,,,,0.09,,0,
Radial Velocity,0.066,,,,,0,,0,
Radial Velocity,0.066,,,,,0.148,,0,
Radial Velocity,0.06649,,,,,0.16,,0,
Radial Velocity,1.32,,,,,0.17,,0,
Radial Velocity,1.25,,,,,0.168,,0,
Radial Velocity,1.18,,,,,0.149,,0,
Radial Velocity,2.28,,,,,0.459,,0,
